Date;Heures;Type de réserve;Sens de l'ajustement;Quantité de la réserve (en MW);Prix des offres activées (en euros/MWh)
11/12/2016;21:00 - 21:30;Réserve secondaire;A la baisse;0;59,6
11/12/2016;21:00 - 21:30;Réserve rapide;A la hausse;0;30
11/12/2016;21:00 - 21:30;Réserve rapide;A la baisse;706;54,3
11/12/2016;21:00 - 21:30;Réserve complémentaire;A la hausse;14;77
11/12/2016;21:00 - 21:30;Réserve complémentaire;A la baisse;239;52,6
11/12/2016;21:30 - 22:00;Réserve primaire;A la hausse;12;59,6
11/12/2016;21:30 - 22:00;Réserve primaire;A la baisse;24;59,6
11/12/2016;21:30 - 22:00;Réserve secondaire;A la hausse;219;59,6
11/12/2016;21:30 - 22:00;Réserve secondaire;A la baisse;0;59,6
11/12/2016;21:30 - 22:00;Réserve rapide;A la hausse;0;30
11/12/2016;21:30 - 22:00;Réserve rapide;A la baisse;889;53,7
11/12/2016;21:30 - 22:00;Réserve complémentaire;A la hausse;0;77
11/12/2016;21:30 - 22:00;Réserve complémentaire;A la baisse;205;52,6
11/12/2016;22:00 - 22:30;Réserve primaire;A la hausse;54;58
11/12/2016;22:00 - 22:30;Réserve primaire;A la baisse;22;58
11/12/2016;22:00 - 22:30;Réserve secondaire;A la hausse;0;58
11/12/2016;22:00 - 22:30;Réserve secondaire;A la baisse;113;58
11/12/2016;22:00 - 22:30;Réserve rapide;A la hausse;0;30
11/12/2016;22:00 - 22:30;Réserve rapide;A la baisse;652;53
11/12/2016;22:00 - 22:30;Réserve complémentaire;A la hausse;0;77
11/12/2016;22:00 - 22:30;Réserve complémentaire;A la baisse;171;53
11/12/2016;22:30 - 23:00;Réserve primaire;A la hausse;38;58
11/12/2016;22:30 - 23:00;Réserve primaire;A la baisse;29;58
11/12/2016;22:30 - 23:00;Réserve secondaire;A la hausse;212;58
11/12/2016;22:30 - 23:00;Réserve secondaire;A la baisse;28;58
11/12/2016;22:30 - 23:00;Réserve rapide;A la hausse;0;30
11/12/2016;22:30 - 23:00;Réserve rapide;A la baisse;525;51,9
11/12/2016;22:30 - 23:00;Réserve complémentaire;A la hausse;0;77
11/12/2016;22:30 - 23:00;Réserve complémentaire;A la baisse;0;53
11/12/2016;23:00 - 23:30;Réserve primaire;A la hausse;30;54,2
11/12/2016;23:00 - 23:30;Réserve primaire;A la baisse;55;54,2
11/12/2016;23:00 - 23:30;Réserve secondaire;A la hausse;0;54,2
11/12/2016;23:00 - 23:30;Réserve secondaire;A la baisse;158;54,2
11/12/2016;23:00 - 23:30;Réserve rapide;A la hausse;30;71,7
11/12/2016;23:00 - 23:30;Réserve rapide;A la baisse;696;53,3
11/12/2016;23:00 - 23:30;Réserve complémentaire;A la hausse;0;77
11/12/2016;23:00 - 23:30;Réserve complémentaire;A la baisse;0;53
11/12/2016;23:30 - 00:00;Réserve primaire;A la hausse;18;54,2
11/12/2016;23:30 - 00:00;Réserve primaire;A la baisse;48;54,2
11/12/2016;23:30 - 00:00;Réserve secondaire;A la hausse;134;54,2
11/12/2016;23:30 - 00:00;Réserve secondaire;A la baisse;41;54,2
11/12/2016;23:30 - 00:00;Réserve rapide;A la hausse;0;71,7
11/12/2016;23:30 - 00:00;Réserve rapide;A la baisse;869;54,3
11/12/2016;23:30 - 00:00;Réserve complémentaire;A la hausse;0;77
11/12/2016;23:30 - 00:00;Réserve complémentaire;A la baisse;34;53
12/12/2016;00:00 - 00:30;Réserve primaire;A la hausse;9;47,3
12/12/2016;00:00 - 00:30;Réserve primaire;A la baisse;36;47,3
12/12/2016;00:00 - 00:30;Réserve secondaire;A la hausse;225;47,3
12/12/2016;00:00 - 00:30;Réserve secondaire;A la baisse;0;47,3
12/12/2016;00:00 - 00:30;Réserve rapide;A la hausse;109;84
12/12/2016;00:00 - 00:30;Réserve rapide;A la baisse;305;43,2
12/12/2016;00:00 - 00:30;Réserve complémentaire;A la hausse;68;55,8
12/12/2016;00:00 - 00:30;Réserve complémentaire;A la baisse;34;43,2
12/12/2016;00:30 - 01:00;Réserve primaire;A la hausse;0;47,3
12/12/2016;00:30 - 01:00;Réserve primaire;A la baisse;34;47,3
12/12/2016;00:30 - 01:00;Réserve secondaire;A la hausse;0;47,3
12/12/2016;00:30 - 01:00;Réserve secondaire;A la baisse;132;47,3
12/12/2016;00:30 - 01:00;Réserve rapide;A la hausse;0;31
12/12/2016;00:30 - 01:00;Réserve rapide;A la baisse;0;47,3
12/12/2016;00:30 - 01:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;00:30 - 01:00;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;01:00 - 01:30;Réserve primaire;A la hausse;0;45,5
12/12/2016;01:00 - 01:30;Réserve primaire;A la baisse;3;45,5
12/12/2016;01:00 - 01:30;Réserve secondaire;A la hausse;69;45,5
12/12/2016;01:00 - 01:30;Réserve secondaire;A la baisse;0;45,5
12/12/2016;01:00 - 01:30;Réserve rapide;A la hausse;0;31
12/12/2016;01:00 - 01:30;Réserve rapide;A la baisse;0;45,5
12/12/2016;01:00 - 01:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;01:00 - 01:30;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;01:30 - 02:00;Réserve primaire;A la hausse;0;45,5
12/12/2016;01:30 - 02:00;Réserve primaire;A la baisse;12;45,5
12/12/2016;01:30 - 02:00;Réserve secondaire;A la hausse;0;45,5
12/12/2016;01:30 - 02:00;Réserve secondaire;A la baisse;61;45,5
12/12/2016;01:30 - 02:00;Réserve rapide;A la hausse;0;31
12/12/2016;01:30 - 02:00;Réserve rapide;A la baisse;0;45,5
12/12/2016;01:30 - 02:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;01:30 - 02:00;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;02:00 - 02:30;Réserve primaire;A la hausse;14;45,1
12/12/2016;02:00 - 02:30;Réserve primaire;A la baisse;0;45,1
12/12/2016;02:00 - 02:30;Réserve secondaire;A la hausse;178;45,1
12/12/2016;02:00 - 02:30;Réserve secondaire;A la baisse;0;45,1
12/12/2016;02:00 - 02:30;Réserve rapide;A la hausse;18;47,5
12/12/2016;02:00 - 02:30;Réserve rapide;A la baisse;165;43,1
12/12/2016;02:00 - 02:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;02:00 - 02:30;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;02:30 - 03:00;Réserve primaire;A la hausse;0;45,1
12/12/2016;02:30 - 03:00;Réserve primaire;A la baisse;13;45,1
12/12/2016;02:30 - 03:00;Réserve secondaire;A la hausse;0;45,1
12/12/2016;02:30 - 03:00;Réserve secondaire;A la baisse;121;45,1
12/12/2016;02:30 - 03:00;Réserve rapide;A la hausse;0;31
12/12/2016;02:30 - 03:00;Réserve rapide;A la baisse;85;43,1
12/12/2016;02:30 - 03:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;02:30 - 03:00;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;03:00 - 03:30;Réserve primaire;A la hausse;0;44,5
12/12/2016;03:00 - 03:30;Réserve primaire;A la baisse;13;44,5
12/12/2016;03:00 - 03:30;Réserve secondaire;A la hausse;184;44,5
12/12/2016;03:00 - 03:30;Réserve secondaire;A la baisse;0;44,5
12/12/2016;03:00 - 03:30;Réserve rapide;A la hausse;0;31
12/12/2016;03:00 - 03:30;Réserve rapide;A la baisse;304;40,3
12/12/2016;03:00 - 03:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;03:00 - 03:30;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;03:30 - 04:00;Réserve primaire;A la hausse;0;44,5
12/12/2016;03:30 - 04:00;Réserve primaire;A la baisse;10;44,5
12/12/2016;03:30 - 04:00;Réserve secondaire;A la hausse;134;44,5
12/12/2016;03:30 - 04:00;Réserve secondaire;A la baisse;0;44,5
12/12/2016;03:30 - 04:00;Réserve rapide;A la hausse;53;55,8
12/12/2016;03:30 - 04:00;Réserve rapide;A la baisse;361;40,6
12/12/2016;03:30 - 04:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;03:30 - 04:00;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;04:00 - 04:30;Réserve primaire;A la hausse;0;42,7
12/12/2016;04:00 - 04:30;Réserve primaire;A la baisse;12;42,7
12/12/2016;04:00 - 04:30;Réserve secondaire;A la hausse;142;42,7
12/12/2016;04:00 - 04:30;Réserve secondaire;A la baisse;0;42,7
12/12/2016;04:00 - 04:30;Réserve rapide;A la hausse;0;31
12/12/2016;04:00 - 04:30;Réserve rapide;A la baisse;315;40,4
12/12/2016;04:00 - 04:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;04:00 - 04:30;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;04:30 - 05:00;Réserve primaire;A la hausse;0;42,7
12/12/2016;04:30 - 05:00;Réserve primaire;A la baisse;19;42,7
12/12/2016;04:30 - 05:00;Réserve secondaire;A la hausse;16;42,7
12/12/2016;04:30 - 05:00;Réserve secondaire;A la baisse;0;42,7
12/12/2016;04:30 - 05:00;Réserve rapide;A la hausse;0;31
12/12/2016;04:30 - 05:00;Réserve rapide;A la baisse;392;40,5
12/12/2016;04:30 - 05:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;04:30 - 05:00;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;05:00 - 05:30;Réserve primaire;A la hausse;0;46
12/12/2016;05:00 - 05:30;Réserve primaire;A la baisse;10;46
12/12/2016;05:00 - 05:30;Réserve secondaire;A la hausse;0;46
12/12/2016;05:00 - 05:30;Réserve secondaire;A la baisse;93;46
12/12/2016;05:00 - 05:30;Réserve rapide;A la hausse;27;55,8
12/12/2016;05:00 - 05:30;Réserve rapide;A la baisse;392;40,5
12/12/2016;05:00 - 05:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;05:00 - 05:30;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;05:30 - 06:00;Réserve primaire;A la hausse;0;46
12/12/2016;05:30 - 06:00;Réserve primaire;A la baisse;24;46
12/12/2016;05:30 - 06:00;Réserve secondaire;A la hausse;13;46
12/12/2016;05:30 - 06:00;Réserve secondaire;A la baisse;0;46
12/12/2016;05:30 - 06:00;Réserve rapide;A la hausse;0;31
12/12/2016;05:30 - 06:00;Réserve rapide;A la baisse;405;40,6
12/12/2016;05:30 - 06:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;05:30 - 06:00;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;06:00 - 06:30;Réserve primaire;A la hausse;0;54,3
12/12/2016;06:00 - 06:30;Réserve primaire;A la baisse;5;54,3
12/12/2016;06:00 - 06:30;Réserve secondaire;A la hausse;0;54,3
12/12/2016;06:00 - 06:30;Réserve secondaire;A la baisse;144;54,3
12/12/2016;06:00 - 06:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;06:00 - 06:30;Réserve rapide;A la baisse;347;46,7
12/12/2016;06:00 - 06:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;06:00 - 06:30;Réserve complémentaire;A la baisse;0;43,2
12/12/2016;06:30 - 07:00;Réserve primaire;A la hausse;29;54,3
12/12/2016;06:30 - 07:00;Réserve primaire;A la baisse;0;54,3
12/12/2016;06:30 - 07:00;Réserve secondaire;A la hausse;205;54,3
12/12/2016;06:30 - 07:00;Réserve secondaire;A la baisse;0;54,3
12/12/2016;06:30 - 07:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;06:30 - 07:00;Réserve rapide;A la baisse;246;54,6
12/12/2016;06:30 - 07:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;06:30 - 07:00;Réserve complémentaire;A la baisse;239;47,8
12/12/2016;07:00 - 07:30;Réserve primaire;A la hausse;0;68,7
12/12/2016;07:00 - 07:30;Réserve primaire;A la baisse;23;68,7
12/12/2016;07:00 - 07:30;Réserve secondaire;A la hausse;13;68,7
12/12/2016;07:00 - 07:30;Réserve secondaire;A la baisse;0;68,7
12/12/2016;07:00 - 07:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;07:00 - 07:30;Réserve rapide;A la baisse;509;51,3
12/12/2016;07:00 - 07:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;07:00 - 07:30;Réserve complémentaire;A la baisse;85;36,7
12/12/2016;07:30 - 08:00;Réserve primaire;A la hausse;15;68,7
12/12/2016;07:30 - 08:00;Réserve primaire;A la baisse;0;68,7
12/12/2016;07:30 - 08:00;Réserve secondaire;A la hausse;251;68,7
12/12/2016;07:30 - 08:00;Réserve secondaire;A la baisse;0;68,7
12/12/2016;07:30 - 08:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;07:30 - 08:00;Réserve rapide;A la baisse;320;63,8
12/12/2016;07:30 - 08:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;07:30 - 08:00;Réserve complémentaire;A la baisse;0;61,2
12/12/2016;08:00 - 08:30;Réserve primaire;A la hausse;0;71,7
12/12/2016;08:00 - 08:30;Réserve primaire;A la baisse;18;71,7
12/12/2016;08:00 - 08:30;Réserve secondaire;A la hausse;89;71,7
12/12/2016;08:00 - 08:30;Réserve secondaire;A la baisse;0;71,7
12/12/2016;08:00 - 08:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;08:00 - 08:30;Réserve rapide;A la baisse;458;64,6
12/12/2016;08:00 - 08:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;08:00 - 08:30;Réserve complémentaire;A la baisse;0;62,9
12/12/2016;08:30 - 09:00;Réserve primaire;A la hausse;4;71,7
12/12/2016;08:30 - 09:00;Réserve primaire;A la baisse;0;71,7
12/12/2016;08:30 - 09:00;Réserve secondaire;A la hausse;0;71,7
12/12/2016;08:30 - 09:00;Réserve secondaire;A la baisse;1;71,7
12/12/2016;08:30 - 09:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;08:30 - 09:00;Réserve rapide;A la baisse;414;65,2
12/12/2016;08:30 - 09:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;08:30 - 09:00;Réserve complémentaire;A la baisse;0;65,2
12/12/2016;09:00 - 09:30;Réserve primaire;A la hausse;0;70,2
12/12/2016;09:00 - 09:30;Réserve primaire;A la baisse;14;70,2
12/12/2016;09:00 - 09:30;Réserve secondaire;A la hausse;13;70,2
12/12/2016;09:00 - 09:30;Réserve secondaire;A la baisse;0;70,2
12/12/2016;09:00 - 09:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;09:00 - 09:30;Réserve rapide;A la baisse;319;65,2
12/12/2016;09:00 - 09:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;09:00 - 09:30;Réserve complémentaire;A la baisse;0;65,2
12/12/2016;09:30 - 10:00;Réserve primaire;A la hausse;0;70,2
12/12/2016;09:30 - 10:00;Réserve primaire;A la baisse;9;70,2
12/12/2016;09:30 - 10:00;Réserve secondaire;A la hausse;19;70,2
12/12/2016;09:30 - 10:00;Réserve secondaire;A la baisse;0;70,2
12/12/2016;09:30 - 10:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;09:30 - 10:00;Réserve rapide;A la baisse;264;65,2
12/12/2016;09:30 - 10:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;09:30 - 10:00;Réserve complémentaire;A la baisse;0;65,2
12/12/2016;10:00 - 10:30;Réserve primaire;A la hausse;0;70,2
12/12/2016;10:00 - 10:30;Réserve primaire;A la baisse;16;70,2
12/12/2016;10:00 - 10:30;Réserve secondaire;A la hausse;7;70,2
12/12/2016;10:00 - 10:30;Réserve secondaire;A la baisse;0;70,2
12/12/2016;10:00 - 10:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;10:00 - 10:30;Réserve rapide;A la baisse;6;65,2
12/12/2016;10:00 - 10:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;10:00 - 10:30;Réserve complémentaire;A la baisse;0;65,2
12/12/2016;10:30 - 11:00;Réserve primaire;A la hausse;0;70,2
12/12/2016;10:30 - 11:00;Réserve primaire;A la baisse;12;70,2
12/12/2016;10:30 - 11:00;Réserve secondaire;A la hausse;0;70,2
12/12/2016;10:30 - 11:00;Réserve secondaire;A la baisse;7;70,2
12/12/2016;10:30 - 11:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;10:30 - 11:00;Réserve rapide;A la baisse;0;70,2
12/12/2016;10:30 - 11:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;10:30 - 11:00;Réserve complémentaire;A la baisse;0;70,2
12/12/2016;11:00 - 11:30;Réserve primaire;A la hausse;0;68,9
12/12/2016;11:00 - 11:30;Réserve primaire;A la baisse;8;68,9
12/12/2016;11:00 - 11:30;Réserve secondaire;A la hausse;4;68,9
12/12/2016;11:00 - 11:30;Réserve secondaire;A la baisse;0;68,9
12/12/2016;11:00 - 11:30;Réserve rapide;A la hausse;0;0
12/12/2016;11:00 - 11:30;Réserve rapide;A la baisse;0;68,9
12/12/2016;11:00 - 11:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;11:00 - 11:30;Réserve complémentaire;A la baisse;0;68,9
12/12/2016;11:30 - 12:00;Réserve primaire;A la hausse;0;68,9
12/12/2016;11:30 - 12:00;Réserve primaire;A la baisse;12;68,9
12/12/2016;11:30 - 12:00;Réserve secondaire;A la hausse;38;68,9
12/12/2016;11:30 - 12:00;Réserve secondaire;A la baisse;0;68,9
12/12/2016;11:30 - 12:00;Réserve rapide;A la hausse;0;0
12/12/2016;11:30 - 12:00;Réserve rapide;A la baisse;0;68,9
12/12/2016;11:30 - 12:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;11:30 - 12:00;Réserve complémentaire;A la baisse;0;68,9
12/12/2016;12:00 - 12:30;Réserve primaire;A la hausse;0;68,8
12/12/2016;12:00 - 12:30;Réserve primaire;A la baisse;15;68,8
12/12/2016;12:00 - 12:30;Réserve secondaire;A la hausse;0;68,8
12/12/2016;12:00 - 12:30;Réserve secondaire;A la baisse;52;68,8
12/12/2016;12:00 - 12:30;Réserve rapide;A la hausse;0;0
12/12/2016;12:00 - 12:30;Réserve rapide;A la baisse;0;68,7
12/12/2016;12:00 - 12:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;12:00 - 12:30;Réserve complémentaire;A la baisse;0;68,8
12/12/2016;12:30 - 13:00;Réserve primaire;A la hausse;0;68,8
12/12/2016;12:30 - 13:00;Réserve primaire;A la baisse;24;68,8
12/12/2016;12:30 - 13:00;Réserve secondaire;A la hausse;0;68,8
12/12/2016;12:30 - 13:00;Réserve secondaire;A la baisse;28;68,8
12/12/2016;12:30 - 13:00;Réserve rapide;A la hausse;0;0
12/12/2016;12:30 - 13:00;Réserve rapide;A la baisse;0;68,7
12/12/2016;12:30 - 13:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;12:30 - 13:00;Réserve complémentaire;A la baisse;0;68,8
12/12/2016;13:00 - 13:30;Réserve primaire;A la hausse;0;68,3
12/12/2016;13:00 - 13:30;Réserve primaire;A la baisse;6;68,3
12/12/2016;13:00 - 13:30;Réserve secondaire;A la hausse;0;68,3
12/12/2016;13:00 - 13:30;Réserve secondaire;A la baisse;116;68,3
12/12/2016;13:00 - 13:30;Réserve rapide;A la hausse;0;0
12/12/2016;13:00 - 13:30;Réserve rapide;A la baisse;112;66,9
12/12/2016;13:00 - 13:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;13:00 - 13:30;Réserve complémentaire;A la baisse;0;66,9
12/12/2016;13:30 - 14:00;Réserve primaire;A la hausse;0;68,3
12/12/2016;13:30 - 14:00;Réserve primaire;A la baisse;10;68,3
12/12/2016;13:30 - 14:00;Réserve secondaire;A la hausse;0;68,3
12/12/2016;13:30 - 14:00;Réserve secondaire;A la baisse;39;68,3
12/12/2016;13:30 - 14:00;Réserve rapide;A la hausse;0;0
12/12/2016;13:30 - 14:00;Réserve rapide;A la baisse;216;66,9
12/12/2016;13:30 - 14:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;13:30 - 14:00;Réserve complémentaire;A la baisse;0;66,9
12/12/2016;14:00 - 14:30;Réserve primaire;A la hausse;0;67,8
12/12/2016;14:00 - 14:30;Réserve primaire;A la baisse;10;67,8
12/12/2016;14:00 - 14:30;Réserve secondaire;A la hausse;86;67,8
12/12/2016;14:00 - 14:30;Réserve secondaire;A la baisse;0;67,8
12/12/2016;14:00 - 14:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;14:00 - 14:30;Réserve rapide;A la baisse;216;67
12/12/2016;14:00 - 14:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;14:00 - 14:30;Réserve complémentaire;A la baisse;0;67
12/12/2016;14:30 - 15:00;Réserve primaire;A la hausse;5;67,8
12/12/2016;14:30 - 15:00;Réserve primaire;A la baisse;0;67,8
12/12/2016;14:30 - 15:00;Réserve secondaire;A la hausse;33;67,8
12/12/2016;14:30 - 15:00;Réserve secondaire;A la baisse;0;67,8
12/12/2016;14:30 - 15:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;14:30 - 15:00;Réserve rapide;A la baisse;191;67
12/12/2016;14:30 - 15:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;14:30 - 15:00;Réserve complémentaire;A la baisse;0;67
12/12/2016;15:00 - 15:30;Réserve primaire;A la hausse;0;68,3
12/12/2016;15:00 - 15:30;Réserve primaire;A la baisse;2;68,3
12/12/2016;15:00 - 15:30;Réserve secondaire;A la hausse;300;68,3
12/12/2016;15:00 - 15:30;Réserve secondaire;A la baisse;0;68,3
12/12/2016;15:00 - 15:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;15:00 - 15:30;Réserve rapide;A la baisse;0;68,3
12/12/2016;15:00 - 15:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;15:00 - 15:30;Réserve complémentaire;A la baisse;0;68,3
12/12/2016;15:30 - 16:00;Réserve primaire;A la hausse;18;68,3
12/12/2016;15:30 - 16:00;Réserve primaire;A la baisse;0;68,3
12/12/2016;15:30 - 16:00;Réserve secondaire;A la hausse;246;68,3
12/12/2016;15:30 - 16:00;Réserve secondaire;A la baisse;0;68,3
12/12/2016;15:30 - 16:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;15:30 - 16:00;Réserve rapide;A la baisse;0;68,3
12/12/2016;15:30 - 16:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;15:30 - 16:00;Réserve complémentaire;A la baisse;0;68,3
12/12/2016;16:00 - 16:30;Réserve primaire;A la hausse;0;70,2
12/12/2016;16:00 - 16:30;Réserve primaire;A la baisse;15;70,2
12/12/2016;16:00 - 16:30;Réserve secondaire;A la hausse;31;70,2
12/12/2016;16:00 - 16:30;Réserve secondaire;A la baisse;0;70,2
12/12/2016;16:00 - 16:30;Réserve rapide;A la hausse;0;46,7
12/12/2016;16:00 - 16:30;Réserve rapide;A la baisse;332;67
12/12/2016;16:00 - 16:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;16:00 - 16:30;Réserve complémentaire;A la baisse;0;67
12/12/2016;16:30 - 17:00;Réserve primaire;A la hausse;22;70,2
12/12/2016;16:30 - 17:00;Réserve primaire;A la baisse;0;70,2
12/12/2016;16:30 - 17:00;Réserve secondaire;A la hausse;173;70,2
12/12/2016;16:30 - 17:00;Réserve secondaire;A la baisse;0;70,2
12/12/2016;16:30 - 17:00;Réserve rapide;A la hausse;0;46,7
12/12/2016;16:30 - 17:00;Réserve rapide;A la baisse;354;66
12/12/2016;16:30 - 17:00;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;16:30 - 17:00;Réserve complémentaire;A la baisse;3;63,1
12/12/2016;17:00 - 17:30;Réserve primaire;A la hausse;0;80,6
12/12/2016;17:00 - 17:30;Réserve primaire;A la baisse;18;80,6
12/12/2016;17:00 - 17:30;Réserve secondaire;A la hausse;209;80,6
12/12/2016;17:00 - 17:30;Réserve secondaire;A la baisse;0;80,6
12/12/2016;17:00 - 17:30;Réserve rapide;A la hausse;0;0
12/12/2016;17:00 - 17:30;Réserve rapide;A la baisse;451;72
12/12/2016;17:00 - 17:30;Réserve complémentaire;A la hausse;0;55,8
12/12/2016;17:00 - 17:30;Réserve complémentaire;A la baisse;0;70,5
12/12/2016;17:30 - 18:00;Réserve primaire;A la hausse;0;80,6
12/12/2016;17:30 - 18:00;Réserve primaire;A la baisse;5;80,6
12/12/2016;17:30 - 18:00;Réserve secondaire;A la hausse;425;80,6
12/12/2016;17:30 - 18:00;Réserve secondaire;A la baisse;0;80,6
12/12/2016;17:30 - 18:00;Réserve rapide;A la hausse;0;0
